Rating,Title,Review,Review_Date
1.0,Bad quality .,"Only one month use ,now did not voice in right side bulthooth plag",30 October 2022
1.0,Pathetic,I wish there was n option for ZERO stars as this product deserves one. The battery meter won't work so i Got it replaced only to get a more damaged piece. This time along with battery meter one of the airdope was also not working ..so returning it for the second time for a refund,12 September 2022
2.0,Not good 👎,Right bud can't charge after use of six month,23 July 2022
1.0,Worst product stop working within 15 days,Worst product stop working within 15 days and then send for repairing and then they sent me different+ used+ detected product,19 October 2022
4.0,nice items,nice products & good quality,28 January 2022
2.0,dont waste money,"i thought its gonna be a good experience with BOAT but i was wrong , after just a couple of weeks later i bought them one of the airpod stopped charging nothing is damaged , didnt even used roughly. and if i comes to the sound . its not the worst but at this price i think boat can do better as its an indian manufacture  .. bass2/5sound- 3/5noise cancellation - 1/5",14 March 2022
4.0,Audio not working,Automatic audio off or on,28 January 2022
1.0,Not working,Boat 121v2 airdops is not working by right side,4 November 2022
4.0,Nothing,Noise cancellation improvement,9 February 2022
5.0,Good and Comfortable,Good and Comfortable,7 August 2022
4.0,Good Product 👍,I like this product. Very useful product in affordable price. Nice sound with good bass,27 December 2021
2.0,The bass is terrific but not the ideal buy!,"To start off, for the price the boat earbuds hasn't disappointed. The sound and bass is terrific. Compact design and the battery life is worth mentioning about. But all said, Bluetooth connectivity is not as strong as the description say. Manual connection of the left and the right ear bud respectively to be done when connecting the device to your phone. It sure does fit in the ear when you not moving much, but it tends to fall out while you out for a run or when you at the gym.Overall, a good pocket-friendly set of earbuds if you haven't had one before, but it sure is a hassle when you have to fix them to stay in your ear during your work outs or a jog as mentioned earlier. Also if you ride a motorcycle, it surely does not fit inside the helmet. Hence, weigh other alternatives before jumping to buy these just for the price.. Cheers!",19 September 2021
4.0,Value for money,Got it under 1000. Build quality and battery are average. Sound quality is good.,1 January 2022
5.0,Wrost product bettry show 100 and connect device show 10,"The media could not be loaded.
                



 Do not buy this product bettry issue main problem I have use 2 month before this review bettry 100% charge show then connect to my mobile show 10%",8 July 2022
1.0,The worst product I ever bought,"Don't expect a warranty from them, not even a replacement.",4 November 2022
3.0,Not bad,I used this product for three months good quality and good sounds.. But mic is not so clear it have some problems.. Not much that bass i expect,25 January 2022
1.0,Product quality is bad bass quality is not good,Bass quality no good. First time Amazon bad experience 😑😐😐,4 November 2022
3.0,Good,Good,29 March 2022
5.0,Value of money,Nice product in lowest price,1 August 2022
4.0,Thik thak h,,15 February 2022
2.0,Boat battery,Battery low faster.......,2 August 2022
3.0,Improve noise cancelling system,Sound quality good but not satisfiedNoise canncellation it's not bestBass is litte improve,Reviewed in India 🇮🇳 on 18 February 2022
2.0,The product is returnable anf non of voice assistance work and Bluetooth rage is very poor,Worse part is The product is returnable and non of voice assistance work and Bluetooth rage is very poor after few days of use ears start aching,Reviewed in India 🇮🇳 on 23 June 2022
4.0,Average,I will suggest you to that don't buy this because of these factors =Low batteryAlways have fear that they will fallPain in ear etc.Instead but boat rockerz 550 that are best I also bought that,Reviewed in India 🇮🇳 on 3 September 2021
5.0,Excellent pair of earpods,Great sound quality and comfortable to wear.,Reviewed in India 🇮🇳 on 31 July 2022
2.0,Review,*Pros : Great battery life.*Cons : (1) Audio quality gets deteriorated due to the  lack of Bass.  (2) The Boat company should cut down on its gender biasing and especially colour biasing.The customers have to pay an additional sum of Rs. 353/- if they opt for the pink coloured ones instead of the regular black for this device. This is called the Pink Tax from which this company is benefitting unethically.I recommend not to buy the product.,Reviewed in India 🇮🇳 on 23 February 2022
4.0,Cant use this for calling purposes.oppsite person cant hear u .But it's best for Music lovers.,Sound quality is superb.Bass is also great.Noise cancellation is a flop.doesnt work at all,Reviewed in India 🇮🇳 on 31 December 2021
1.0,Right bud problem,Not satisfying with the product..... Right bud is not working anymore 😤😤 i just buy it before 8 days only....! I want to return the product or I need to exchange the product,Reviewed in India 🇮🇳 on 1 October 2022
4.0,Awesome product,Good product,Reviewed in India 🇮🇳 on 9 February 2022
1.0,Worst product,Service is very very poor.they don't bother for warranty claim,Reviewed in India 🇮🇳 on 3 November 2022
5.0,Better,This product is very nice,Reviewed in India 🇮🇳 on 2 August 2022
1.0,"Do not purchase it for calling purpose, worst ever earbuds","These are worst ever earphones i ever experienced.You keep on shouting over microphone but other side caller will not be able to hear your voice properly.Battery backup is good though but it does not make any sense if you cannot use it for your needs.After purchasing it is still of no use to me as i cannot attend my meetings/classes with this, speak over call during travel or even at home. I have to order another one, got frustrated with this.",16 August 2022
1.0,I received used product.,I order this product and 1st product is defected. it was continuously connected when it is in case. I requested for replacement and i got used product..I already updated pictures of product.,29 September 2022
4.0,Boat airdopes 121v2,The product is very good and filling as per my requirement as of now.,21 December 2021
4.0,Super,Sound quality super,11 February 2022
1.0,Used models sent,These burgers sent defective product and later replaced with already used product and that is also not working,22 October 2022
4.0,It's a good but,The quality of the hinge of the charging case and the inclusion of USB type c port would a great thing,13 November 2021
4.0,"Good product,,,,",Sort of satisfied with the product...best value for money....i would suggest you to go for the product,13 December 2021
4.0,Value for money,Positives: 1) its cheap totally value for money2) sound quality is acceptable3) good battery backupNegetives: 1) Microphone is  not that good.Our voice is not clearly heard by the caller at the other end.2) its a bit bulky,1 September 2021
4.0,Pros and a con,The airdopes are nicely built and easy to use. They fit in perfectly over the ear and was also steady enough to not fall off during a jog. It comes with a case for the airdopes which is also used as a charger case with the battery display. I only have an issue with the battery level display which shows up in the box. Sometimes the airdopes signals a low battery while being used on ear but shows around 35-37% battery when put back in the box.,23 March 2021
4.0,Good product and superb delivery,Product is just right. Good sound quality. Wish the Mike reception has been better,20 December 2021
4.0,Nice product in this range.,I buy this product for myself.Love it.😊,Reviewed in India 🇮🇳 on 17 January 2022
